Player,PassTD,INT,SACKS,RecTD,RUSH_ATT,RushTD,RUSH_RECEIVE_TD,TD.1,LG,20+,FL,FPTS,FPTS/G,ROST,AIR/A,PKT TIME,SK,KNCK,HRRY,BLITZ,POOR,RZ ATT,RTG,CMP,PassATT,PCT,PassYDS,Y/A,Y/ATT,YBCON,YBCON/ATT,YACON/ATT,TK LOSS,TK LOSS YDS,LNG TD,YACON.1,RushATT,RushYDS,YBC,YBC/R,AIR/R,YAC,YAC/R,YACON/R,% TM,CATCHABLE,RecYDS,Y/R,AIR,DROP,YACON,BRKTKL,LNG,RZ TGT,REC,TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,Rank,G,Pos,Team,week1Targets,week2Targets,week3Targts,week4Targets,week5Targets,week6Targets,week7Targets,week8Targets,week9Targets,week10Targets,week11Targets,week12Targets,week13Targets,week14Targets,week15Targets,week16Targets,week17Targets,week18Targets,TTL,AVG
P.J. Walker,1.0,5.0,11.0,,,0.0,,,,,2.0,24.9,4.2,0.1%,3.0,2.6,11.0,20.0,7.0,29.0,32.0,11.0,42.0,54.0,111.0,48.6,674,6.1,,,,,,,,,13.0,30.0,,,,,,,,,,,328,6.0,,,,,,,25.0,11.0,4.0,3.0,1.0,54.0,6.0,,,,,,,,,,,,,,,,,,,,,,
Parker Hesse,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,118.0,3.0,TE,ATL,0,-,-,-,-,-,-,-,-,-,bye,0,0,-,-,-,-,-,0.0,0.0
Parker Washington,,,,2.0,0,0.0,,,19.0,0.0,1.0,39.2,4.4,3.7%,,,,,,,,,,,,,,,,,,,,,,,,0.0,98,6.1,9.7,34.0,2.1,0.9,3.5%,17.0,132,8.3,155,1.0,14.0,1.0,19.0,3.0,16.0,21.0,5.0,0.0,0.0,0.0,0.0,124.0,9.0,WR,JAC,-,-,-,0,-,-,-,-,bye,-,0,0,6,3,6,4,1,1,21.0,2.3
Parris Campbell,,,,0.0,0,0.0,,,17.0,0.0,0.0,30.4,2.5,2.3%,,,,,,,,,,,,,,,,,,,,,,,,0.0,39,2.0,4.6,65.0,3.3,0.4,5.6%,21.0,104,5.2,91,1.0,8.0,1.0,17.0,4.0,20.0,27.0,2.0,0.0,0.0,0.0,0.0,141.0,12.0,WR,NYG,4,6,6,5,2,0,0,0,2,1,0,1,bye,-,-,-,-,-,27.0,2.3
Pat Freiermuth,,,,,,,2.0,0.0,29.0,3.0,0.0,76.8,6.4,56.4%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,163.0,5.1,9.7,145.0,4.5,2.2,9.7%,33.0,308,9.6,311,0.0,69.0,2.0,29.0,6.0,32.0,47.0,11.0,3.0,0.0,0.0,0.0,30.0,12.0,TE,PIT,4,1,4,4,-,bye,-,-,-,-,1,11,5,7,4,0,4,2,47.0,3.9
Patrick Edwards,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,309.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Patrick Laird,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,192.0,2.0,RB,TB,-,-,-,-,bye,0,-,-,-,-,-,-,-,-,-,0,-,-,0.0,0.0
Patrick Mahomes II,27.0,14.0,27.0,,,0.0,,,,,3.0,294.1,18.4,97.9%,3.5,2.5,27.0,65.0,60.0,132.0,75.0,92.0,93.0,401.0,597.0,67.2,"4,183",7.0,,,,,,,,,75.0,389.0,,,,,,,,,,,"2,066",39.0,,,,,,,157.0,50.0,21.0,8.0,3.0,8.0,16.0,,,,,,,,,,,,,,,,,,,,,,
Patrick Ricard,,,,,,,0.0,1.0,0.0,0.0,0.0,16.2,1.0,0.1%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,52.0,10.4,,,,,,,5.0,7.0,,,,,,98.0,17.0,RB,BAL,0,0,0,1,0,1,2,0,0,1,0,0,bye,0,0,1,1,0,7.0,0.4
Patrick Scales,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,202.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Patrick Taylor Jr.,,,,,,,0.0,0.0,24.0,1.0,0.0,30.0,2.7,1.6%,,,,,,,,,,,,,,4.4,4.4,71.0,2.2,2.2,1.0,-3.0,0.0,4.0,32.0,141,,,,,,,,,49.0,4.5,,,70.0,4.0,24.0,3.0,11.0,17.0,4.0,1.0,0.0,0.0,0.0,84.0,11.0,RB,GB,0,1,4,-,5,bye,-,-,-,-,-,1,1,2,2,1,0,0,17.0,1.5
Payne Durham,,,,,,,0.0,0.0,25.0,1.0,0.0,10.8,0.8,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,46.0,9.2,14.6,12.0,2.4,0.0,1.3%,7.0,58,11.6,73,2.0,0.0,0.0,25.0,1.0,5.0,7.0,2.0,1.0,0.0,0.0,0.0,87.0,13.0,TE,TB,-,-,-,-,bye,1,1,1,0,0,2,1,0,0,0,1,0,0,7.0,0.5
Peyton Hendershot,,,,,,,0.0,0.0,24.0,1.0,0.0,7.8,1.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,9.0,2.3,6.5,29.0,7.3,1.8,1.2%,6.0,38,9.5,26,2.0,7.0,0.0,24.0,2.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,93.0,8.0,TE,DAL,1,0,1,-,-,-,bye,-,-,-,-,-,-,0,1,2,1,1,7.0,0.9
Pharaoh Brown,,,,,,,1.0,0.0,58.0,8.0,1.0,37.8,2.2,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,87.0,6.7,8.0,121.0,9.3,3.5,2.8%,13.0,208,16.0,104,0.0,45.0,2.0,58.0,0.0,13.0,15.0,7.0,5.0,1.0,1.0,1.0,57.0,17.0,TE,NE,0,0,2,0,0,1,2,2,0,0,bye,0,0,1,1,2,1,3,15.0,0.9
Phillip Dorsett II,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,3.0,,,,,,332.0,2.0,WR,DEN,1,-,-,-,-,-,-,-,bye,-,-,-,-,-,-,-,2,-,3.0,1.5
Pierre Strong Jr.,,,,,,,1.0,0.0,40.0,4.0,1.0,42.8,2.5,3.0%,,,,,,,,,,,,,,4.6,4.6,185.0,2.9,1.7,8.0,-15.0,1.0,0.0,63.0,291,,,,,,,,,47.0,9.4,,,106.0,4.0,40.0,0.0,5.0,8.0,7.0,2.0,1.0,1.0,0.0,72.0,17.0,RB,CLE,0,1,0,0,bye,0,0,1,1,0,1,0,0,0,2,1,0,1,8.0,0.5
Princeton Fant,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,160.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Puka Nacua,,,,6.0,12,0.0,,,80.0,40.0,0.0,298.5,17.6,95.2%,,,,,,,,,,,,,,,,,,,,,,,,89.0,854,8.1,13.8,632.0,6.0,2.2,28.8%,117.0,"1,486",14.2,"1,453",13.0,233.0,7.0,80.0,16.0,105.0,160.0,59.0,25.0,10.0,3.0,2.0,4.0,17.0,WR,LAR,15,20,7,10,11,7,12,7,7,bye,7,8,7,9,8,11,8,6,160.0,9.4
Qadree Ollison,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,151.0,1.0,RB,PIT,-,-,0,-,-,bye,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
Quentin Johnston,,,,2.0,3,0.0,,,57.0,8.0,0.0,94.0,5.5,26.0%,,,,,,,,,,,,,,,,,,,,,,,,9.0,279,7.3,22.7,152.0,4.0,0.8,10.9%,41.0,431,11.3,861,3.0,31.0,2.0,57.0,8.0,38.0,67.0,17.0,5.0,1.0,1.0,1.0,74.0,17.0,WR,LAC,3,2,3,3,bye,2,2,6,3,4,6,3,7,4,3,5,6,5,67.0,3.9
Quez Watkins,,,,1.0,0,0.0,,,19.0,0.0,0.0,35.2,3.9,0.3%,,,,,,,,,,,,,,,,,,,,,,,,0.0,96,6.4,16.6,46.0,3.1,0.3,4.0%,15.0,142,9.5,249,0.0,5.0,0.0,19.0,3.0,15.0,21.0,6.0,0.0,0.0,0.0,0.0,132.0,9.0,WR,PHI,2,0,-,-,3,-,-,-,-,bye,-,0,4,0,1,0,-,11,21.0,2.3
Quintin Morris,,,,,,,1.0,0.0,15.0,0.0,0.0,10.6,0.7,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,26,13.0,,,,,,,2.0,3.0,,,,,,89.0,15.0,TE,BUF,0,0,0,0,0,1,-,-,0,0,2,0,bye,0,0,0,0,0,3.0,0.2
Quinton Bell,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,212.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Racey McMath,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,304.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Rachaad White,,,,,,,6.0,3.0,38.0,5.0,2.0,267.9,15.8,97.3%,,,,,,,,,,,,,,3.6,3.6,604.0,2.2,1.4,17.0,-40.0,4.0,119.0,272.0,990,,,,,,,,,549.0,8.6,,,386.0,9.0,38.0,8.0,64.0,70.0,21.0,3.0,2.0,0.0,0.0,4.0,17.0,RB,TB,2,5,3,3,bye,4,6,7,4,3,7,2,5,2,2,7,4,4,70.0,4.1
Raheem Blackshear,,,,,,,0.0,0.0,9.0,0.0,0.0,17.1,1.6,0.4%,,,,,,,,,,,,,,3.3,3.3,34.0,2.4,0.9,1.0,-1.0,0.0,13.0,14.0,46,,,,,,,,,45.0,7.5,,,12.0,1.0,9.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,96.0,11.0,RB,CAR,-,-,-,-,-,1,bye,2,1,1,0,-,0,2,0,0,0,0,7.0,0.6
Raheem Mostert,,,,,,,18.0,3.0,49.0,12.0,1.0,267.7,17.8,96.5%,,,,,,,,,,,,,,4.8,4.8,620.0,3.0,1.9,22.0,-59.0,43.0,59.0,209.0,"1,012",,,,,,,,,175.0,7.0,,,392.0,15.0,49.0,6.0,25.0,32.0,30.0,7.0,3.0,2.0,0.0,5.0,15.0,RB,MIA,2,1,7,5,2,3,3,0,1,bye,2,1,1,1,2,1,-,-,32.0,2.1
Rakim Jarrett,,,,0.0,1,0.0,,,41.0,3.0,0.0,10.0,1.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,33,8.3,35.5,27.0,6.8,0.0,1.6%,4.0,60,15.0,142,0.0,0.0,0.0,41.0,0.0,4.0,9.0,1.0,1.0,1.0,1.0,0.0,174.0,10.0,WR,TB,0,1,0,1,bye,0,2,3,0,0,2,-,-,-,-,-,-,-,9.0,0.9
Raleigh Webb,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,261.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Randall Cobb,,,,1.0,0,0.0,,,15.0,0.0,0.0,16.9,1.5,0.3%,,,,,,,,,,,,,,,,,,,,,,,,0.0,16,3.2,33.0,23.0,4.6,2.0,3.0%,7.0,39,7.8,165,2.0,10.0,0.0,15.0,4.0,5.0,17.0,2.0,0.0,0.0,0.0,0.0,162.0,11.0,WR,NYJ,1,1,2,4,1,3,bye,-,-,-,-,0,-,1,3,-,0,1,17.0,1.5
Rashaad Penny,,,,,,,0.0,0.0,7.0,0.0,0.0,4.8,1.6,12.0%,,,,,,,,,,,,,,3.0,3.0,19.0,1.7,1.3,1.0,-2.0,0.0,0.0,11.0,33,,,,,,,,,5.0,5.0,,,14.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,123.0,3.0,RB,PHI,-,1,-,-,-,-,-,-,0,bye,-,-,-,-,-,-,-,0,1.0,0.3
Rashee Rice,,,,7.0,1,0.0,,,67.0,16.0,1.0,212.5,13.3,86.7%,,,,,,,,,,,,,,,,,,,,,,,,-3.0,285,3.6,6.2,653.0,8.3,1.7,17.0%,87.0,938,11.9,492,8.0,134.0,3.0,67.0,22.0,79.0,102.0,36.0,10.0,4.0,1.0,1.0,27.0,16.0,WR,KC,5,2,7,5,5,4,6,5,2,bye,5,10,9,10,9,12,6,-,102.0,6.4
Rashid Shaheed,,,,5.0,7,0.0,,,58.0,31.0,1.0,155.6,9.7,44.9%,,,,,,,,,,,,,,,,,,,,,,,,37.0,568,12.3,23.8,151.0,3.3,0.6,13.0%,48.0,719,15.6,"1,094",2.0,26.0,3.0,58.0,7.0,46.0,75.0,23.0,12.0,9.0,7.0,3.0,44.0,16.0,WR,NO,6,4,2,7,2,6,8,3,3,9,bye,5,-,0,4,9,3,4,75.0,4.7
Rashod Bateman,,,,1.0,1,0.0,,,29.0,2.0,0.0,76.5,4.8,10.0%,,,,,,,,,,,,,,,,,,,,,,,,18.0,310,9.7,25.4,57.0,1.8,0.6,11.8%,36.0,367,11.5,813,4.0,18.0,1.0,29.0,3.0,32.0,56.0,17.0,2.0,0.0,0.0,0.0,85.0,16.0,WR,BAL,3,3,3,-,3,3,3,2,5,4,2,5,bye,4,6,4,6,0,56.0,3.5
Rashod Berry,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,134.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Ray-Ray McCloud III,,,,0.0,3,0.0,,,41.0,4.0,0.0,28.5,2.4,0.6%,,,,,,,,,,,,,,,,,,,,,,,,30.0,48,4.0,7.8,87.0,7.3,0.2,3.2%,13.0,135,11.3,94,0.0,2.0,0.0,41.0,1.0,12.0,15.0,5.0,2.0,1.0,1.0,0.0,144.0,12.0,WR,SF,0,0,0,2,1,2,3,2,bye,0,0,1,-,-,-,-,-,4,15.0,1.3
Reggie Gilliam,,,,,,,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,3.0,3.0,,,,,,,1.0,1.0,,,,,,141.0,16.0,RB,BUF,0,1,0,0,0,0,0,0,-,0,0,0,bye,0,0,0,0,0,1.0,0.1
Rhamondre Stevenson,,,,,,,4.0,0.0,64.0,4.0,1.0,145.7,12.1,78.2%,,,,,,,,,,,,,,4.0,4.0,309.0,2.0,2.0,12.0,-26.0,64.0,62.0,156.0,619,,,,,,,,,238.0,6.3,,,310.0,12.0,64.0,4.0,38.0,51.0,10.0,1.0,1.0,1.0,1.0,35.0,12.0,RB,NE,6,3,4,3,2,6,6,4,6,5,bye,5,1,-,-,-,-,-,51.0,4.3
Richie James Jr.,,,,0.0,0,0.0,,,45.0,3.0,1.0,19.4,2.2,0.2%,,,,,,,,,,,,,,,,,,,,,,,,0.0,53,5.3,12.9,61.0,6.1,2.0,2.3%,12.0,114,11.4,129,2.0,20.0,1.0,45.0,1.0,10.0,14.0,4.0,1.0,1.0,1.0,0.0,160.0,9.0,WR,KC,2,1,-,-,-,-,-,-,-,bye,-,0,2,2,1,3,1,2,14.0,1.6
Rico Dowdle,,,,,,,2.0,2.0,21.0,2.0,0.0,91.5,5.7,7.5%,,,,,,,,,,,,,,4.1,4.1,195.0,2.2,1.9,6.0,-12.0,1.0,29.0,89.0,361,,,,,,,,,144.0,8.5,,,166.0,4.0,21.0,4.0,17.0,22.0,7.0,2.0,0.0,0.0,0.0,50.0,16.0,RB,DAL,0,1,3,1,1,0,bye,2,0,0,2,1,1,1,3,2,-,4,22.0,1.4
River Cracraft,,,,1.0,0,0.0,,,24.0,2.0,0.0,27.1,2.7,0.1%,,,,,,,,,,,,,,,,,,,,,,,,0.0,72,8.0,10.2,49.0,5.4,0.6,2.2%,10.0,121,13.4,92,1.0,5.0,0.0,24.0,4.0,9.0,12.0,7.0,2.0,0.0,0.0,0.0,147.0,10.0,WR,MIA,5,2,1,-,-,-,-,-,-,bye,0,0,2,0,0,-,1,1,12.0,1.2
Robbie Chosen,,,,1.0,0,0.0,,,68.0,6.0,0.0,22.6,2.5,0.1%,,,,,,,,,,,,,,,,,,,,,,,,0.0,95,23.8,35.3,31.0,7.8,0.0,1.1%,4.0,126,31.5,141,0.0,0.0,0.0,68.0,0.0,4.0,6.0,3.0,2.0,2.0,1.0,1.0,151.0,9.0,WR,MIA,-,-,1,1,0,0,-,-,-,bye,2,-,-,-,0,1,1,0,6.0,0.7
Robert Burns,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,179.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Robert Tonyan,,,,,,,0.0,0.0,24.0,1.0,0.0,22.2,1.3,0.2%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,55.0,5.0,13.2,57.0,5.2,1.1,3.6%,13.0,112,10.2,145,2.0,12.0,1.0,24.0,2.0,11.0,17.0,5.0,1.0,0.0,0.0,0.0,75.0,17.0,TE,CHI,0,2,0,2,2,1,0,1,1,0,0,1,bye,0,1,1,4,1,17.0,1.0
Robert Woods,,,,1.0,1,0.0,,,26.0,2.0,0.0,89.3,6.4,6.5%,,,,,,,,,,,,,,,,,,,,,,,,7.0,300,7.5,18.3,126.0,3.2,0.7,13.3%,44.0,426,10.7,732,4.0,26.0,1.0,26.0,10.0,40.0,75.0,20.0,2.0,0.0,0.0,0.0,76.0,14.0,WR,HOU,10,9,6,6,9,3,bye,-,-,3,8,3,0,3,5,6,4,-,75.0,5.4
Rod Harper,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,322.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Rodney Williams,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,2.0,,,,,,258.0,13.0,TE,PIT,-,-,-,-,0,bye,0,2,0,0,0,0,0,0,0,0,0,0,2.0,0.2
Romeo Doubs,,,,8.0,0,0.0,,,36.0,10.0,0.0,174.4,10.3,50.9%,,,,,,,,,,,,,,,,,,,,,,,,0.0,540,9.2,19.1,134.0,2.3,0.6,17.1%,64.0,674,11.4,"1,126",6.0,33.0,1.0,36.0,18.0,59.0,96.0,31.0,7.0,3.0,0.0,0.0,37.0,17.0,WR,GB,5,3,12,13,4,bye,5,9,3,5,6,4,5,7,3,5,6,1,96.0,5.6
Rondale Moore,,,,1.0,28,1.0,,,48.0,7.0,0.0,105.0,6.2,19.0%,,,,,,,,,,,,,,,,,,,,,,,,178.0,136,3.4,8.1,216.0,5.4,0.8,11.5%,43.0,352,8.8,322,3.0,30.0,2.0,48.0,5.0,40.0,62.0,13.0,4.0,2.0,1.0,0.0,66.0,17.0,WR,ARI,3,1,6,2,5,7,4,3,2,8,1,3,2,bye,3,3,4,5,62.0,3.6
Ronnie Bell,,,,3.0,0,0.0,,,20.0,1.0,0.0,30.8,1.9,0.2%,,,,,,,,,,,,,,,,,,,,,,,,0.0,58,9.7,26.7,10.0,1.7,0.0,2.8%,6.0,68,11.3,160,0.0,0.0,0.0,20.0,3.0,6.0,13.0,3.0,1.0,0.0,0.0,0.0,140.0,16.0,WR,SF,0,0,2,1,1,0,-,0,bye,1,0,0,0,0,1,1,1,5,13.0,0.8
Ronnie Rivers,,,,,,,0.0,0.0,10.0,0.0,0.0,20.1,2.2,0.7%,,,,,,,,,,,,,,4.0,4.0,75.0,2.3,1.7,2.0,-2.0,0.0,2.0,32.0,129,,,,,,,,,22.0,4.4,,,54.0,1.0,10.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,91.0,9.0,RB,LAR,0,1,0,2,0,1,-,-,-,bye,-,-,-,-,-,0,1,0,5.0,0.6
Roschon Johnson,,,,,,,2.0,0.0,29.0,2.0,0.0,102.1,6.8,24.2%,,,,,,,,,,,,,,4.3,4.3,228.0,2.8,1.5,3.0,-5.0,2.0,67.0,81.0,352,,,,,,,,,209.0,6.1,,,124.0,3.0,29.0,4.0,34.0,40.0,8.0,2.0,0.0,0.0,0.0,47.0,15.0,RB,CHI,7,2,2,1,0,-,-,4,1,6,0,5,bye,0,6,3,3,0,40.0,2.7
Ross Dwelley,,,,,,,0.0,0.0,12.0,0.0,0.0,2.2,0.2,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,12,12.0,,,,,,,1.0,2.0,,,,,,106.0,12.0,TE,SF,0,0,0,0,0,1,1,0,bye,0,0,0,0,-,-,-,-,-,2.0,0.2
Royce Freeman,,,,,,,2.0,0.0,23.0,1.0,0.0,46.2,4.2,8.3%,,,,,,,,,,,,,,4.1,4.1,180.0,2.3,1.8,5.0,-15.0,23.0,2.0,77.0,319,,,,,,,,,13.0,13.0,,,139.0,8.0,23.0,0.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,67.0,11.0,RB,LAR,-,-,0,0,-,-,0,0,1,bye,0,0,0,0,0,-,-,1,2.0,0.2
Russell Wilson,26.0,8.0,45.0,,,3.0,,,,,5.0,264.9,17.7,57.0%,3.8,2.7,45.0,48.0,42.0,144.0,55.0,70.0,97.0,297.0,447.0,66.4,"3,070",6.9,,,,,,,,,80.0,341.0,,,,,,,,,,,"1,712",17.0,,,,,,,114.0,36.0,19.0,10.0,3.0,14.0,15.0,,,,,,,,,,,,,,,,,,,,,,
Ryan Jones,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,140.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Ryan Miller,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,277.0,1.0,WR,TB,-,-,-,-,bye,-,-,-,-,-,-,-,0,-,-,-,-,-,0.0,0.0
Ryan Tannehill,4.0,7.0,32.0,,,1.0,,,,,0.0,87.0,9.7,1.7%,4.2,2.4,32.0,30.0,10.0,65.0,31.0,27.0,79.0,149.0,230.0,64.8,"1,616",7.0,,,,,,,,,17.0,74.0,,,,,,,,,,,958,12.0,,,,,,,63.0,21.0,8.0,4.0,1.0,37.0,9.0,,,,,,,,,,,,,,,,,,,,,,
SaRodorick Thompson Jr.,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,168.0,2.0,RB,SEA,-,-,-,-,bye,-,0,0,-,-,-,-,-,-,-,-,-,-,0.0,0.0
Salvon Ahmed,,,,,,,1.0,1.0,10.0,0.0,0.0,42.9,4.8,1.0%,,,,,,,,,,,,,,2.8,2.8,38.0,1.7,1.0,3.0,-9.0,9.0,21.0,22.0,61,,,,,,,,,88.0,5.5,,,23.0,2.0,10.0,5.0,16.0,23.0,1.0,0.0,0.0,0.0,0.0,71.0,9.0,RB,MIA,3,3,-,0,-,5,2,4,3,bye,3,0,-,-,-,-,-,-,23.0,2.6
Sam Darnold,2.0,1.0,6.0,,,1.0,,,,,1.0,24.3,2.4,1.0%,3.4,2.9,6.0,2.0,1.0,8.0,12.0,11.0,39.0,28.0,46.0,60.9,297,6.5,,,,,,,,,21.0,15.0,,,,,,,,,,,156,0.0,,,,,,,11.0,3.0,1.0,1.0,0.0,55.0,10.0,,,,,,,,,,,,,,,,,,,,,,
Sam Ehlinger,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,80.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Sam Giguere,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,320.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sam Howell,21.0,21.0,65.0,,,5.0,,,,,2.0,278.6,16.4,53.0%,3.7,2.4,65.0,57.0,39.0,181.0,88.0,60.0,75.0,388.0,612.0,63.4,"3,946",6.4,,,,,,,,,48.0,263.0,,,,,,,,,,,"2,284",25.0,,,,,,,157.0,44.0,18.0,4.0,1.0,12.0,17.0,,,,,,,,,,,,,,,,,,,,,,
Sam LaPorta,,,,,,,10.0,0.0,48.0,15.0,0.0,239.3,14.1,98.1%,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,531.0,6.2,9.9,358.0,4.2,1.3,20.9%,91.0,889,10.3,851,5.0,115.0,9.0,48.0,15.0,86.0,120.0,35.0,8.0,5.0,2.0,0.0,1.0,17.0,TE,DET,5,6,11,5,4,11,7,10,bye,5,5,8,9,6,6,3,12,7,120.0,7.1
Samaje Perine,,,,,,,1.0,0.0,24.0,1.0,2.0,121.3,7.1,27.1%,,,,,,,,,,,,,,4.5,4.5,115.0,2.2,2.3,4.0,-15.0,3.0,157.0,53.0,238,,,,,,,,,455.0,9.1,,,123.0,2.0,24.0,2.0,50.0,56.0,6.0,1.0,0.0,0.0,0.0,40.0,17.0,RB,DEN,4,4,3,2,5,2,3,3,bye,3,7,1,2,5,1,5,2,4,56.0,3.3
Samkon Gado,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,201.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Samori Toure,,,,0.0,0,0.0,,,35.0,2.0,1.0,15.8,1.4,0.1%,,,,,,,,,,,,,,,,,,,,,,,,0.0,60,7.5,39.5,18.0,2.3,0.1,3.2%,9.0,78,9.8,316,1.0,1.0,0.0,35.0,2.0,8.0,18.0,3.0,1.0,1.0,0.0,0.0,165.0,11.0,WR,GB,3,2,3,1,0,bye,2,0,-,-,-,0,-,4,-,2,1,-,18.0,1.6
