Player,PassTD,INT,SACKS,RecTD,RUSH_ATT,RushTD,RUSH_RECEIVE_TD,TD.1,LG,20+,FL,FPTS,FPTS/G,ROST,AIR/A,PKT TIME,SK,KNCK,HRRY,BLITZ,POOR,RZ ATT,RTG,CMP,PassATT,PCT,PassYDS,Y/A,Y/ATT,YBCON,YBCON/ATT,YACON/ATT,TK LOSS,TK LOSS YDS,LNG TD,YACON.1,RushATT,RushYDS,YBC,YBC/R,AIR/R,YAC,YAC/R,YACON/R,% TM,CATCHABLE,RecYDS,Y/R,AIR,DROP,YACON,BRKTKL,LNG,RZ TGT,REC,TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,Rank,G,Pos,Team,week1Targets,week2Targets,week3Targts,week4Targets,week5Targets,week6Targets,week7Targets,week8Targets,week9Targets,week10Targets,week11Targets,week12Targets,week13Targets,week14Targets,week15Targets,week16Targets,week17Targets,week18Targets,TTL,AVG
Saquon Barkley,,,,,,,6.0,4.0,36.0,12.0,2.0,223.2,15.9,100.0%,,,,,,,,,,,,,,3.9,3.9,509.0,2.1,1.8,38.0,-80.0,7.0,33.0,247.0,962,,,,,,,,,280.0,6.8,,,453.0,12.0,36.0,5.0,41.0,60.0,26.0,7.0,5.0,0.0,0.0,13.0,14.0,RB,NYG,4,7,-,-,-,5,4,5,4,3,5,3,bye,4,2,6,6,2,60.0,4.3
Scott Miller,,,,2.0,0,0.0,,,56.0,7.0,0.0,39.1,2.3,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,81,7.4,17.7,80.0,7.3,0.7,3.1%,11.0,161,14.6,195,0.0,8.0,0.0,56.0,3.0,11.0,16.0,4.0,2.0,2.0,2.0,1.0,125.0,17.0,WR,ATL,0,0,0,0,2,2,1,2,0,1,bye,2,0,3,0,1,0,2,16.0,0.9
Scotty Washington,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,236.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sean Clifford,0.0,0.0,0.0,,,0.0,,,,,0.0,1.3,0.7,0.1%,34.0,2.4,0.0,0.0,0.0,1.0,0.0,0.0,59.0,1.0,1.0,100.0,37,37.0,,,,,,,,,3.0,-2.0,,,,,,,,,,,34,0.0,,,,,,,1.0,1.0,1.0,0.0,0.0,73.0,2.0,,,,,,,,,,,,,,,,,,,,,,
Sean McKeon,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,2.0,,,,,,131.0,9.0,TE,DAL,-,-,-,0,0,1,bye,1,0,0,0,0,0,-,-,-,-,-,2.0,0.2
Sean Ryan,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,278.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Sean Tucker,,,,,,,0.0,0.0,7.0,0.0,0.0,5.2,1.0,0.2%,,,,,,,,,,,,,,1.5,1.5,11.0,0.7,0.8,3.0,-7.0,0.0,1.0,15.0,23,,,,,,,,,9.0,4.5,,,12.0,1.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,122.0,5.0,RB,TB,2,0,0,0,bye,-,-,-,-,0,-,-,-,-,-,-,-,-,2.0,0.4
Seth Williams,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,222.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Shane Bannon,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,196.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Shane Buechele,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0%,,,,,,,,,,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,77.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Shane Zylstra,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,170.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Shaquan Davis,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,254.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Shedrick Jackson,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,1.0,,,,,,257.0,2.0,WR,CIN,-,-,-,-,-,-,bye,-,-,0,1,-,-,-,-,-,-,-,1.0,0.5
Shi Smith,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,220.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Simi Fehoko,,,,1.0,0,0.0,,,9.0,0.0,0.0,7.9,1.6,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,9,9.0,,,,,,,1.0,2.0,,,,,,181.0,5.0,WR,LAC,-,-,-,0,bye,-,-,2,0,0,0,-,-,-,-,-,-,-,2.0,0.4
Sincere McCormick,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,189.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Skylar Thompson,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,95.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Skyy Moore,,,,1.0,3,0.0,,,54.0,6.0,0.0,53.7,3.8,17.7%,,,,,,,,,,,,,,,,,,,,,,,,23.0,135,6.4,16.1,109.0,5.2,1.2,6.3%,22.0,244,11.6,339,1.0,25.0,0.0,54.0,7.0,21.0,38.0,10.0,3.0,1.0,1.0,1.0,107.0,14.0,WR,KC,3,4,6,2,2,4,3,3,3,bye,2,3,2,1,0,-,-,-,38.0,2.7
Snoop Conner,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,190.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Spencer Brown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,186.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Stanley Morgan Jr.,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,215.0,2.0,WR,CIN,-,-,-,-,-,-,bye,-,0,0,-,-,-,-,-,-,-,-,0.0,0.0
Stefon Diggs,,,,8.0,1,0.0,,,55.0,19.0,1.0,273.8,16.1,99.9%,,,,,,,,,,,,,,,,,,,,,,,,5.0,784,7.3,15.4,399.0,3.7,1.5,29.4%,115.0,"1,183",11.1,"1,653",8.0,163.0,10.0,55.0,15.0,107.0,160.0,50.0,10.0,6.0,2.0,1.0,9.0,17.0,WR,BUF,13,7,12,7,11,16,12,12,7,5,8,11,bye,11,5,8,7,8,160.0,9.4
Stephen Anderson,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,197.0,3.0,TE,LAC,-,-,-,-,bye,-,-,-,-,-,-,-,0,0,0,-,-,-,0.0,0.0
Stephen Carlson,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,122.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Stephen Sullivan,,,,,,,0.0,0.0,20.0,1.0,0.0,24.5,2.2,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,117.0,9.8,21.3,8.0,0.7,0.1,4.5%,13.0,125,10.4,255,1.0,1.0,0.0,20.0,0.0,12.0,24.0,5.0,1.0,0.0,0.0,0.0,71.0,11.0,TE,CAR,-,-,-,-,-,0,bye,1,5,-,1,1,2,4,1,5,2,2,24.0,2.2
Sterling Shepard,,,,1.0,1,0.0,,,13.0,0.0,1.0,20.3,1.4,0.2%,,,,,,,,,,,,,,,,,,,,,,,,6.0,24,2.4,16.0,33.0,3.3,0.3,4.5%,13.0,57,5.7,160,3.0,3.0,0.0,13.0,7.0,10.0,22.0,2.0,0.0,0.0,0.0,0.0,159.0,15.0,WR,NYG,1,1,0,1,2,0,1,-,0,4,3,3,bye,-,0,0,1,5,22.0,1.5
Stetson Bennett,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.1%,,,,,,,,,,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,93.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Steven Sims Jr.,,,,0.0,1,0.0,,,23.0,1.0,0.0,5.6,1.9,0.0%,,,,,,,,,,,,,,,,,,,,,,,,1.0,-2,-0.7,-0.7,27.0,9.0,0.3,0.5%,3.0,25,8.3,-2,0.0,1.0,0.0,23.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,187.0,3.0,WR,HOU,-,-,-,-,-,-,bye,-,-,-,2,0,-,-,1,-,-,-,3.0,1.0
Stone Smartt,,,,,,,1.0,0.0,51.0,6.0,0.0,32.5,2.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,99.0,9.0,16.4,56.0,5.1,3.6,3.4%,12.0,155,14.1,180,1.0,40.0,1.0,51.0,2.0,11.0,21.0,4.0,3.0,1.0,1.0,1.0,63.0,16.0,TE,LAC,0,1,0,1,bye,0,1,0,1,3,3,1,1,-,3,1,2,3,21.0,1.3
T.J. Hockenson,,,,,,,5.0,0.0,29.0,13.0,1.0,219.0,14.6,75.9%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,624.0,6.6,10.3,336.0,3.5,1.1,21.0%,99.0,960,10.1,976,4.0,104.0,4.0,29.0,10.0,95.0,127.0,40.0,13.0,0.0,0.0,0.0,4.0,15.0,TE,MIN,9,8,11,3,8,8,12,9,12,15,7,6,bye,8,7,4,-,-,127.0,8.5
T.J. Luther,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,280.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Tank Bigsby,,,,,,,2.0,0.0,12.0,0.0,2.0,22.8,1.4,4.6%,,,,,,,,,,,,,,2.6,2.6,70.0,1.4,1.2,7.0,-15.0,1.0,2.0,50.0,132,,,,,,,,,6.0,6.0,,,62.0,7.0,12.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,88.0,16.0,RB,JAC,1,0,1,0,0,1,0,0,bye,1,0,0,0,0,0,-,0,0,4.0,0.3
Tank Dell,,,,7.0,11,0.0,,,68.0,17.0,0.0,165.0,15.0,32.5%,,,,,,,,,,,,,,,,,,,,,,,,51.0,557,11.9,22.8,152.0,3.2,0.5,13.3%,51.0,709,15.1,"1,070",4.0,25.0,0.0,68.0,8.0,47.0,75.0,28.0,10.0,3.0,3.0,1.0,39.0,11.0,WR,HOU,4,10,7,3,4,-,bye,4,11,14,10,8,0,-,-,-,-,-,75.0,6.8
Tanner Conner,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,168.0,3.0,TE,MIA,-,-,-,-,-,0,0,-,-,bye,-,-,0,-,-,-,-,-,0.0,0.0
Tanner Hudson,,,,,,,1.0,0.0,26.0,3.0,0.0,80.2,6.7,4.4%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,204.0,5.2,6.9,148.0,3.8,0.9,8.4%,40.0,352,9.0,269,1.0,37.0,2.0,26.0,3.0,39.0,50.0,15.0,3.0,0.0,0.0,0.0,27.0,12.0,TE,CIN,-,-,4,2,-,-,bye,-,5,7,4,5,4,3,5,2,7,2,50.0,4.2
Tanner McKee,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0%,,,,,,,,,,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,85.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Tanner Taula,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,157.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Taquan Mizzell,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,208.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Tarik Cohen,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,204.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Tay Martin,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,296.0,1.0,WR,SF,-,-,-,-,-,-,-,-,bye,-,-,-,-,-,-,-,0,-,0.0,0.0
Taylor Heinicke,5.0,4.0,8.0,,,1.0,,,,,0.0,70.0,14.0,4.4%,3.4,2.5,8.0,13.0,9.0,37.0,30.0,7.0,77.0,74.0,136.0,54.4,890,6.5,,,,,,,,,15.0,124.0,,,,,,,,,,,462,8.0,,,,,,,34.0,11.0,4.0,3.0,3.0,42.0,5.0,,,,,,,,,,,,,,,,,,,,,,
Taysom Hill,,,,,,,2.0,4.0,36.0,3.0,1.0,143.5,9.0,54.3%,,,,,,,,,,,,,,,,,,,,,,,81.0,401.0,158.0,4.8,6.3,133.0,4.0,1.3,6.9%,35.0,291,8.8,209,1.0,42.0,3.0,36.0,4.0,33.0,40.0,10.0,2.0,1.0,0.0,0.0,12.0,16.0,TE,NO,1,2,1,1,1,8,5,1,5,4,bye,2,2,-,1,0,2,4,40.0,2.5
Teagan Quitoriano,,,,,,,0.0,0.0,22.0,1.0,0.0,5.3,0.8,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,33,16.5,,,,,,,2.0,3.0,,,,,,98.0,7.0,TE,HOU,1,0,1,0,1,0,bye,0,-,-,-,-,-,-,-,-,-,-,3.0,0.4
Teddy Bridgewater,0.0,0.0,0.0,,,0.0,,,,,0.0,-0.2,-0.2,0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,2.0,-2.0,,,,,,,,,,,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,112.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Tee Higgins,,,,5.0,0,0.0,,,80.0,14.0,0.0,137.6,11.5,92.9%,,,,,,,,,,,,,,,,,,,,,,,,0.0,421,10.0,23.2,235.0,5.6,0.6,12.8%,49.0,656,15.6,973,7.0,24.0,0.0,80.0,9.0,42.0,76.0,30.0,8.0,3.0,2.0,1.0,51.0,12.0,WR,CIN,8,12,8,4,-,4,bye,6,9,-,-,-,3,4,8,8,2,-,76.0,6.3
Terrace Marshall Jr.,,,,0.0,0,0.0,,,14.0,0.0,0.0,32.9,3.7,0.3%,,,,,,,,,,,,,,,,,,,,,,,,0.0,91,4.8,12.5,48.0,2.5,0.4,6.2%,21.0,139,7.3,238,2.0,7.0,0.0,14.0,2.0,19.0,33.0,6.0,0.0,0.0,0.0,0.0,136.0,9.0,WR,CAR,6,0,8,10,-,3,bye,1,1,3,-,-,-,-,-,-,-,1,33.0,3.7
Terrell Bynum,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,255.0,1.0,WR,LAC,-,-,-,-,bye,-,-,-,-,-,0,-,-,-,-,-,-,-,0.0,0.0
Terry McLaurin,,,,4.0,0,0.0,,,48.0,23.0,0.0,203.2,12.0,90.9%,,,,,,,,,,,,,,,,,,,,,,,,0.0,652,8.3,19.1,350.0,4.4,1.3,22.0%,84.0,"1,002",12.7,"1,508",5.0,103.0,4.0,48.0,8.0,79.0,132.0,41.0,15.0,6.0,2.0,0.0,31.0,17.0,WR,WAS,4,6,6,10,5,11,9,12,8,8,7,11,3,bye,12,5,7,8,132.0,7.8
Thayer Thomas,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,252.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Thomas Odukoya,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,138.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Thyrick Pitts,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,269.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Tim Boyle,1.0,4.0,9.0,,,0.0,,,,,0.0,14.9,5.0,0.2%,2.7,2.3,9.0,6.0,8.0,7.0,18.0,5.0,50.0,48.0,77.0,62.3,360,4.7,,,,,,,,,4.0,5.0,,,,,,,,,,,207,4.0,,,,,,,9.0,2.0,2.0,0.0,0.0,61.0,3.0,,,,,,,,,,,,,,,,,,,,,,
Tim Flanders,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,218.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Tim Jones,,,,0.0,0,0.0,,,15.0,0.0,0.0,19.3,1.1,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,52,4.7,13.8,31.0,2.8,1.5,3.0%,11.0,83,7.5,152,0.0,16.0,0.0,15.0,0.0,11.0,18.0,4.0,0.0,0.0,0.0,0.0,161.0,17.0,WR,JAC,0,0,3,1,1,0,2,0,bye,2,0,0,1,0,0,5,1,2,18.0,1.1
Tim Patrick,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,323.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Tom Kennedy,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,209.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Tommy DeVito,8.0,3.0,37.0,,,1.0,,,,,1.0,96.5,9.7,6.0%,3.4,2.6,37.0,9.0,16.0,68.0,21.0,15.0,77.0,114.0,178.0,64.0,"1,101",6.2,,,,,,,,,36.0,195.0,,,,,,,,,,,614,8.0,,,,,,,37.0,16.0,5.0,2.0,0.0,34.0,10.0,,,,,,,,,,,,,,,,,,,,,,
Tommy Hudson,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,125.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Tommy Tremble,,,,,,,3.0,0.0,30.0,3.0,0.0,60.4,3.8,0.2%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,99.0,4.3,8.9,95.0,4.1,1.7,6.0%,23.0,194,8.4,204,0.0,40.0,3.0,30.0,4.0,23.0,32.0,8.0,2.0,1.0,0.0,0.0,40.0,16.0,TE,CAR,0,0,1,0,1,2,bye,3,2,3,3,1,-,3,2,6,3,2,32.0,2.0
Tony Jones Jr.,,,,,,,2.0,0.0,19.0,0.0,0.0,32.2,4.6,0.2%,,,,,,,,,,,,,,3.7,3.7,56.0,2.2,1.5,1.0,-3.0,2.0,8.0,26.0,95,,,,,,,,,37.0,5.3,,,39.0,1.0,19.0,1.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,82.0,7.0,RB,ARI,0,2,4,0,-,-,-,-,3,0,1,-,-,bye,-,-,-,-,10.0,1.4
Tony Pollard,,,,,,,6.0,0.0,31.0,7.0,1.0,222.6,13.1,99.0%,,,,,,,,,,,,,,4.0,4.0,536.0,2.1,1.9,28.0,-70.0,21.0,83.0,252.0,"1,005",,,,,,,,,311.0,5.7,,,474.0,19.0,31.0,12.0,55.0,67.0,21.0,6.0,1.0,0.0,0.0,14.0,17.0,RB,DAL,3,8,3,3,5,7,bye,1,5,0,5,6,4,8,3,1,3,2,67.0,3.9
Travis Etienne Jr.,,,,,,,11.0,1.0,62.0,11.0,0.0,282.4,16.6,99.9%,,,,,,,,,,,,,,3.8,3.8,583.0,2.2,1.6,30.0,-61.0,62.0,145.0,267.0,"1,008",,,,,,,,,476.0,8.2,,,425.0,31.0,62.0,2.0,58.0,73.0,22.0,6.0,3.0,1.0,1.0,3.0,17.0,RB,JAC,5,3,5,3,5,3,5,6,bye,4,3,6,4,4,6,3,2,6,73.0,4.3
Travis Homer,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,1.0,,,,,,150.0,9.0,RB,CHI,0,-,0,0,-,-,1,0,-,-,-,0,bye,0,0,-,-,0,1.0,0.1
Travis Kelce,,,,,,,5.0,0.0,53.0,17.0,1.0,219.4,14.6,99.3%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,515.0,5.5,8.7,469.0,5.0,0.9,20.2%,101.0,984,10.6,808,7.0,86.0,4.0,53.0,19.0,93.0,121.0,39.0,12.0,2.0,2.0,1.0,3.0,15.0,TE,KC,-,9,8,9,11,9,13,9,4,bye,9,7,5,10,7,7,4,-,121.0,8.1
Travis Vokolek,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,154.0,2.0,TE,ARI,-,-,-,-,-,-,-,-,-,-,-,-,-,bye,-,-,0,0,0.0,0.0
Trayveon Williams,,,,,,,0.0,0.0,15.0,0.0,0.0,14.9,0.9,0.6%,,,,,,,,,,,,,,4.6,4.6,47.0,3.1,1.5,2.0,-3.0,0.0,2.0,15.0,69,,,,,,,,,10.0,1.4,,,22.0,0.0,15.0,1.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,101.0,17.0,RB,CIN,0,2,2,0,0,2,bye,0,0,1,0,0,0,1,1,0,0,0,9.0,0.5
Tre Nixon,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,300.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Tre Tucker,,,,2.0,10,0.0,,,50.0,14.0,0.0,71.8,4.5,0.2%,,,,,,,,,,,,,,,,,,,,,,,,77.0,303,15.9,33.2,28.0,1.5,0.3,6.4%,19.0,331,17.4,630,1.0,5.0,0.0,50.0,3.0,19.0,34.0,12.0,6.0,4.0,3.0,1.0,88.0,16.0,WR,LV,-,1,0,0,1,2,3,0,3,0,7,1,bye,1,4,1,5,5,34.0,2.1
Tre' McKitty,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,165.0,6.0,TE,LAC,0,0,0,0,bye,0,-,0,-,-,-,-,-,-,-,-,-,-,0.0,0.0
Tre'Quan Smith,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,331.0,2.0,WR,DEN,0,-,-,-,-,-,-,0,bye,-,-,-,-,-,-,-,-,-,0.0,0.0
Tre'Shaun Harrison,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,276.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Trent Sherfield,,,,1.0,0,0.0,,,12.0,0.0,0.0,25.6,1.5,0.1%,,,,,,,,,,,,,,,,,,,,,,,,0.0,37,3.4,17.3,49.0,4.5,0.5,4.0%,12.0,86,7.8,190,1.0,5.0,2.0,12.0,2.0,11.0,22.0,1.0,0.0,0.0,0.0,0.0,149.0,17.0,WR,BUF,0,0,3,3,1,0,1,0,2,0,0,3,bye,2,0,0,3,4,22.0,1.3
Trent Taylor,,,,0.0,1,0.0,,,0.0,0.0,1.0,-2.2,-0.1,0.0%,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,0,0.0,,,,,,,0.0,2.0,,,,,,337.0,16.0,WR,CHI,0,0,-,0,0,1,0,0,0,0,0,1,bye,0,0,0,0,0,2.0,0.1
Trenton Irwin,,,,1.0,0,0.0,,,32.0,8.0,0.0,62.6,3.9,1.1%,,,,,,,,,,,,,,,,,,,,,,,,0.0,206,8.2,13.5,110.0,4.4,0.8,5.4%,25.0,316,12.6,337,1.0,21.0,0.0,32.0,6.0,25.0,32.0,13.0,7.0,1.0,0.0,0.0,94.0,16.0,WR,CIN,0,0,-,1,10,0,bye,2,0,4,5,1,1,0,0,4,2,2,32.0,2.0
